,orderID,symbol,volume,action,executionPrice,executionDate,brokerLoan,requestMargin,closePrice,closeDate,profit,comment,closed,equity
0,33186844716593149838,EUR.USD,0.1,short,1.11568,2020-01-03 02:20:00,10784.906666666666,371.8933333333333,1.11667,2020-01-03 19:00:00,-9.900000000001569,,True,99990.09999999999
1,39413060394365400903,EUR.USD,0.1,long,1.11667,2020-01-03 19:01:00,10794.476666666667,372.22333333333336,1.11856,2020-01-07 05:00:00,18.899999999999636,,True,100009.0
2,67220343945377126103,EUR.USD,0.1,short,1.11831,2020-01-07 05:01:00,10810.329999999998,372.7699999999999,1.11217,2020-01-10 15:00:00,61.399999999997306,,True,100070.40000000001
3,88923031840787748010,EUR.USD,0.1,long,1.1121,2020-01-10 15:01:00,10750.3,370.7,1.11217,2020-01-14 11:00:00,0.7000000000014666,,True,100071.1
4,84061498247067890819,EUR.USD,0.1,short,1.11215,2020-01-14 11:01:00,10750.783333333333,370.71666666666664,1.1129,2020-01-15 04:00:00,-7.500000000000512,,True,100063.6
5,9129361651757453700,EUR.USD,0.1,long,1.11284,2020-01-15 04:01:00,10757.453333333333,370.94666666666666,1.1135,2020-01-16 13:00:00,6.600000000000421,,True,100070.20000000001
6,25595292751275110521,EUR.USD,0.1,short,1.11336,2020-01-16 13:01:00,10762.479999999998,371.11999999999995,1.10921,2020-01-20 20:00:00,41.49999999999733,,True,100111.7
7,35964373656352360408,EUR.USD,0.1,long,1.10914,2020-01-20 20:01:00,10721.686666666666,369.7133333333333,1.10851,2020-01-21 19:00:00,-6.299999999997624,,True,100105.4
8,53227491153204647463,EUR.USD,0.1,short,1.10844,2020-01-21 19:01:00,10714.920000000002,369.4800000000001,1.10939,2020-01-22 18:00:00,-9.499999999999488,,True,100095.9
9,14916649720546619896,EUR.USD,0.1,long,1.10941,2020-01-22 18:01:00,10724.296666666667,369.80333333333334,1.10916,2020-01-23 06:00:00,-2.500000000000057,,True,100093.4
10,67429196056232118318,EUR.USD,0.1,short,1.10917,2020-01-23 06:01:00,10721.976666666667,369.72333333333336,1.10154,2020-01-28 21:00:00,76.30000000000109,,True,100169.7
11,10018333090062199379,EUR.USD,0.1,long,1.10155,2020-01-28 21:01:00,10648.316666666668,367.18333333333334,1.1002,2020-01-29 05:00:00,-13.500000000000853,,True,100156.2
12,98823262950597396982,EUR.USD,0.1,short,1.10027,2020-01-29 05:01:00,10635.943333333335,366.7566666666667,1.10124,2020-01-29 22:00:00,-9.699999999998397,,True,100146.5
13,21735209214433950158,EUR.USD,0.1,long,1.10121,2020-01-29 22:01:00,10645.03,367.07,1.10303,2020-01-31 06:00:00,18.199999999998624,,True,100164.7
14,6188747874148420772,EUR.USD,0.1,short,1.10303,2020-01-31 06:01:00,10662.623333333333,367.6766666666666,1.10553,2020-01-31 09:00:00,-24.99999999999966,,True,100139.7
15,43840885471667975219,EUR.USD,0.1,long,1.10534,2020-01-31 09:01:00,10684.953333333333,368.44666666666666,1.10917,2020-01-31 16:13:00,38.30000000000115,,True,100178.0
16,41940708902695313975,EUR.USD,0.1,short,1.10917,2020-01-31 16:14:00,10721.976666666667,369.72333333333336,1.10947,2020-01-31 16:52:00,-3.0,,True,100175.0
